1,"2021-01-09",296,246,301,639,343
2,"2021-01-16",213,203,266,509,280
3,"2021-01-23",179,164,228,421,241
4,"2021-01-30",151,164,214,466,218
5,"2021-02-06",116,110,151,249,161
